DateKey,Date,Day,DaySuffix,Weekday,WeekDayName,WeekDayName_Short,WeekDayName_FirstLetter,DOWInMonth,DayOfYear,WeekOfMonth,WeekOfYear,Month,MonthName,MonthName_Short,MonthName_FirstLetter,Quarter,QuarterName,Year,MMYYYY,MonthYear,IsWeekend,IsHoliday,HolidayName,SpecialDays,FinancialYear,FinancialQuater,FinancialMonth,FirstDateofYear,LastDateofYear,FirstDateofQuater,LastDateofQuater,FirstDateofMonth,LastDateofMonth,FirstDateofWeek,LastDateofWeek,CurrentYear,CurrentQuater,CurrentMonth,CurrentWeek,CurrentDay
20220404,2022-04-04,4,th,2,Monday,MON,M,4,94,2,15,4,April,APR,A,2,second,2022,042022,2022APR,False,False,,,,,,2022-01-01,2022-12-31,2022-01-01,2022-03-31,2022-04-01,2022-04-30,2022-04-03,2022-04-09,0,1,1,4,29
20220405,2022-04-05,5,th,3,Tuesday,TUE,T,5,95,2,15,4,April,APR,A,2,second,2022,042022,2022APR,False,False,,,,,,2022-01-01,2022-12-31,2022-01-01,2022-03-31,2022-04-01,2022-04-30,2022-04-03,2022-04-09,0,1,1,4,30
20220406,2022-04-06,6,th,4,Wednesday,WED,W,6,96,2,15,4,April,APR,A,2,second,2022,042022,2022APR,False,False,,,,,,2022-01-01,2022-12-31,2022-01-01,2022-03-31,2022-04-01,2022-04-30,2022-04-03,2022-04-09,0,1,1,4,31
20220407,2022-04-07,7,th,5,Thursday,THU,T,7,97,2,15,4,April,APR,A,2,second,2022,042022,2022APR,False,False,,,,,,2022-01-01,2022-12-31,2022-01-01,2022-03-31,2022-04-01,2022-04-30,2022-04-03,2022-04-09,0,1,1,4,32
20220408,2022-04-08,8,th,6,Friday,FRI,F,8,98,2,15,4,April,APR,A,2,second,2022,042022,2022APR,False,False,,,,,,2022-01-01,2022-12-31,2022-01-01,2022-03-31,2022-04-01,2022-04-30,2022-04-03,2022-04-09,0,1,1,4,33
20220409,2022-04-09,9,th,7,Saturday,SAT,S,9,99,2,15,4,April,APR,A,2,second,2022,042022,2022APR,True,False,,,,,,2022-01-01,2022-12-31,2022-01-01,2022-03-31,2022-04-01,2022-04-30,2022-04-03,2022-04-09,0,1,1,4,34
20220410,2022-04-10,10,th,1,Sunday,SUN,S,10,100,3,16,4,April,APR,A,2,second,2022,042022,2022APR,True,False,,,,,,2022-01-01,2022-12-31,2022-01-01,2022-03-31,2022-04-01,2022-04-30,2022-04-10,2022-04-16,0,1,1,5,35
20220411,2022-04-11,11,th,2,Monday,MON,M,11,101,3,16,4,April,APR,A,2,second,2022,042022,2022APR,False,False,,,,,,2022-01-01,2022-12-31,2022-01-01,2022-03-31,2022-04-01,2022-04-30,2022-04-10,2022-04-16,0,1,1,5,36
20220412,2022-04-12,12,th,3,Tuesday,TUE,T,12,102,3,16,4,April,APR,A,2,second,2022,042022,2022APR,False,False,,,,,,2022-01-01,2022-12-31,2022-01-01,2022-03-31,2022-04-01,2022-04-30,2022-04-10,2022-04-16,0,1,1,5,37
20220413,2022-04-13,13,th,4,Wednesday,WED,W,13,103,3,16,4,April,APR,A,2,second,2022,042022,2022APR,False,False,,,,,,2022-01-01,2022-12-31,2022-01-01,2022-03-31,2022-04-01,2022-04-30,2022-04-10,2022-04-16,0,1,1,5,38
20220414,2022-04-14,14,th,5,Thursday,THU,T,14,104,3,16,4,April,APR,A,2,second,2022,042022,2022APR,False,False,,,,,,2022-01-01,2022-12-31,2022-01-01,2022-03-31,2022-04-01,2022-04-30,2022-04-10,2022-04-16,0,1,1,5,39
